Entity,Label
atrial fibrillation,DISEASE
amiodarone,CHEMICAL
potassium,CHEMICAL
lasix potassium,CHEMICAL
potassium,CHEMICAL
pain,DISEASE
Pravastatin,CHEMICAL
Atenolol,CHEMICAL
Fenofibrate,CHEMICAL
Aspirin,CHEMICAL
aspirin,CHEMICAL
Pravastatin,CHEMICAL
pravastatin,CHEMICAL
Acetaminophen pain fever Amiodarone,CHEMICAL
amiodarone,CHEMICAL
Docusate Sodium,CHEMICAL
Furosemide,CHEMICAL
furosemide,CHEMICAL
Dilaudid pain,CHEMICAL
hydromorphone,CHEMICAL
Metoprolol Tartrate,CHEMICAL
metoprolol tartrate,CHEMICAL
Ranitidine,CHEMICAL
ranitidine Capsule,CHEMICAL
Warfarin,CHEMICAL
warfarin,CHEMICAL
fenofibrate,CHEMICAL
Potassium,CHEMICAL
Coronary artery disease,DISEASE
pain,DISEASE
erythema,DISEASE
edema,DISEASE
cream powder ointments,CHEMICAL
Demerol Lidocaine,CHEMICAL
fever,DISEASE
fever,DISEASE
rheumatoid arthritis prednisone,DISEASE
methotrexate,CHEMICAL
heart disease,DISEASE
myocardial infarction,DISEASE
GERD,DISEASE
urinary tract infections,DISEASE
skin cancer,DISEASE
MRSA infections,DISEASE
sepsis,DISEASE
hypotension,DISEASE
expiratory wheeze bilaterally soft distended mild,DISEASE
tenderness,DISEASE
exudate soft swelling,DISEASE
erythema induration edema,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
lower lobe atelectasis,DISEASE
pancreatitis,DISEASE
cholecystitis,DISEASE
abdominal wall defect,DISEASE
seroma,DISEASE
hematoma abscess,DISEASE
sigmoid diverticulosis,DISEASE
atherosclerotic calcification,DISEASE
hypodense lesions,DISEASE
fracture,DISEASE
degenerative disease,DISEASE
pancreatitis cholecystitis,DISEASE
hematoma abscess,DISEASE
ascites,DISEASE
lidocaine allergy,CHEMICAL
left pleural effusion left lower lobe atelectasis pneumonia,DISEASE
congestive heart failure,DISEASE
vancomycin levofloxacin,CHEMICAL
rigors,DISEASE
tachycardia,DISEASE
cholecystitis,DISEASE
cholecystitis,DISEASE
fluconazole,CHEMICAL
tachycardia,DISEASE
hypotension,DISEASE
atrial fibrillation,DISEASE
Actonel Atenolol,CHEMICAL
Folic Acid Methotrexate,CHEMICAL
Prednisone,CHEMICAL
Vitamin Colace Calcium,CHEMICAL
diltiazem,CHEMICAL
Albuterol Sulfate,CHEMICAL
Heparin,CHEMICAL
Acetaminophen Suppository,CHEMICAL
Suppository,CHEMICAL
Suppository,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Pantoprazole,CHEMICAL
Aspirin,CHEMICAL
Atorvastatin,CHEMICAL
Folic Acid,CHEMICAL
Nitroglycerin,CHEMICAL
Prednisone,CHEMICAL
Prednisone,CHEMICAL
Ipratropium Bromide,CHEMICAL
Docusate Sodium,CHEMICAL
Calcium Carbonate,CHEMICAL
Vitamin unit,CHEMICAL
Sodium Chloride,CHEMICAL
cholestasis,DISEASE
abdominal pain,DISEASE
nausea vomitting,DISEASE
methotrexate,CHEMICAL
Demerol Lidocaine,CHEMICAL
chronic cholecystitis,DISEASE
morphine,CHEMICAL
Cephalosporins Carbapenem,CHEMICAL
confusion,DISEASE
fever,DISEASE
confusion,DISEASE
cellulitis,DISEASE
Ceftriaxone flagyl,CHEMICAL
COPD pneumonia,DISEASE
oxygen,CHEMICAL
ulcer gangrenous,DISEASE
CREAT,CHEMICAL
infection,DISEASE
flagyl,CHEMICAL
fever,DISEASE
pneumonia,DISEASE
vancomycin levofloxcin,CHEMICAL
flagyl,CHEMICAL
hypoglycemic,DISEASE
seizures rigors hypotension,DISEASE
fever,DISEASE
hypoglycemia,DISEASE
Digoxin,CHEMICAL
digoxin,CHEMICAL
cocci,CHEMICAL
right Infectious disease,DISEASE
erythema,DISEASE
levofloxcin,CHEMICAL
flagyl,CHEMICAL
anerobic,CHEMICAL
medrol surfate,CHEMICAL
magoxide,CHEMICAL
Humelin,CHEMICAL
pravachol,CHEMICAL
atrovent enalapril,CHEMICAL
Flovent Imdur,CHEMICAL
lasix,CHEMICAL
Aspirin,CHEMICAL
Albuterol Ipratropium,CHEMICAL
Fluticasone Propionate,CHEMICAL
Methylprednisolone,CHEMICAL
Acetaminophen,CHEMICAL
Codeine Guaifenesin,CHEMICAL
Famotidine,CHEMICAL
Albuterol Sulfate,CHEMICAL
Sodium Chloride,CHEMICAL
Clopidogrel,CHEMICAL
Captopril,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Bisacodyl,CHEMICAL
Suppository,CHEMICAL
Sodium Chloride,CHEMICAL
Vancomycin,CHEMICAL
Glargine,CHEMICAL
Lispro,CHEMICAL
glucose insulin,CHEMICAL
glucose glucose glucose glucose glucose glucoses glucose glucose glucose,CHEMICAL
glucoses insulin glucoses glucose glucose glucose,CHEMICAL
glucose glucose glucoses insulin glucose glucose glucose glucose glucose,DISEASE
osteomylitis,DISEASE
infection,DISEASE
Cipro Cystitis,DISEASE
Cough malaise hypotension,DISEASE
allo chronic skin pulmonary GVHD,DISEASE
prednisone,CHEMICAL
fevers,DISEASE
tylenol,CHEMICAL
headache nausea,DISEASE
vancomycin aztreonam,CHEMICAL
cefepime allergy,CHEMICAL
Lactate,CHEMICAL
tachypnic Febrile Azithro,DISEASE
opacities,DISEASE
brochiolitis,DISEASE
albuterol,CHEMICAL
fatigue,DISEASE
chest pain palpitations abdominal pain,DISEASE
Pulmonary embolism warfarin,DISEASE
myeloid leukemia,DISEASE
GVHD,DISEASE
cyclosporine mycophenolate,CHEMICAL
steroids,CHEMICAL
steroid,CHEMICAL
hyperlipidemia,DISEASE
nephrolithiasis,DISEASE
degenerative cervical spondylitic disease,DISEASE
neuropathic pain,DISEASE
compression fractures,DISEASE
compression,DISEASE
EtOH,CHEMICAL
cancer sister thyroid cancer,DISEASE
diabetes sister,DISEASE
icterus,DISEASE
murmurs,DISEASE
cyanosis,DISEASE
Lactate,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Pneumocystis jirovecii carinii,DISEASE
Pneumocystis jirovecii carinii,DISEASE
chest Bibasilar bronchiectasis,DISEASE
infection,DISEASE
infections,DISEASE
fungal infection,DISEASE
aspergillosis,DISEASE
pulmonary embolism,DISEASE
ventricular septal defect right ventricular cavity mildly dilated,DISEASE
aortic valve stenosis aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
pericardial effusion,DISEASE
myalgias,DISEASE
Hypoxia,DISEASE
admission hypoxic febrile leukocytosis,DISEASE
hypoxia,DISEASE
opacities,DISEASE
bronchiolitis,DISEASE
oxygen,CHEMICAL
viral bronchiolitis pneumonitis,DISEASE
atelectasis,DISEASE
sleep apnea,DISEASE
Tamiflu,CHEMICAL
Vanco,CHEMICAL
Azithro,CHEMICAL
aztreonem,CHEMICAL
meropenem,CHEMICAL
Azithromycine,CHEMICAL
Vanco Meropenem,CHEMICAL
pulmonary GVHD,DISEASE
hypogammaglobulinemia,DISEASE
infection,DISEASE
Acyclovir Bactrim,CHEMICAL
Oxygen,CHEMICAL
oxygen,CHEMICAL
oxygen,CHEMICAL
pneumonia,DISEASE
prednisone,CHEMICAL
prednisone,CHEMICAL
acyclovir Bactrim,CHEMICAL
Hypogammaglobulinemia,DISEASE
azithromycin,CHEMICAL
vitamin warfarine,CHEMICAL
Lovenox Warfarin,CHEMICAL
Lovenox,CHEMICAL
warfarin,CHEMICAL
warfarin,CHEMICAL
warfarin,CHEMICAL
warfarin,CHEMICAL
warfarin,CHEMICAL
Hypertension,DISEASE
metoprolol tartrate,CHEMICAL
Hyperlipidemia,DISEASE
atorvastatin,CHEMICAL
ischemia,DISEASE
statin,CHEMICAL
diabetic diet,DISEASE
Acyclovir Atorvastatin,CHEMICAL
Budesonide Folic acid,CHEMICAL
Gabapentin Oxycodone,CHEMICAL
Metoprolol tartrate,CHEMICAL
Prednisone,CHEMICAL
Bactrim,CHEMICAL
Warfarin,CHEMICAL
Calcium carbonate Cholecalciferol,CHEMICAL
Cefepime Cipro,CHEMICAL
atorvastatin,CHEMICAL
folic acid,CHEMICAL
gabapentin Capsule,CHEMICAL
metoprolol tartrate,CHEMICAL
acyclovir,CHEMICAL
pantoprazole,CHEMICAL
prednisone,CHEMICAL
sulfamethoxazole trimethoprim,CHEMICAL
warfarin,CHEMICAL
calcium carbonate,CHEMICAL
cholecalciferol vitamin,CHEMICAL
budesonide,CHEMICAL
oxycodone,CHEMICAL
hydromorphone,CHEMICAL
pain,DISEASE
Oxygen,CHEMICAL
oxygen,CHEMICAL
oxygen,CHEMICAL
pneumonia,DISEASE
Diabetes,DISEASE
pulmonary embolism,DISEASE
cough,DISEASE
pneumonia,DISEASE
oxygen,CHEMICAL
bacterial pneumonia,DISEASE
oxygen,CHEMICAL
pneumonia shortness breath,DISEASE
oxygen,CHEMICAL
Codeine Dicloxacillin,CHEMICAL
shortness breath,DISEASE
Aortic stenosis rheumatic fever breast renal cell cancer,DISEASE
shortness breath,DISEASE
hyponatremia,DISEASE
pulmonary edema,DISEASE
lasix,CHEMICAL
sodium,CHEMICAL
chest pain,DISEASE
chest pain,DISEASE
Breast cancer,DISEASE
Renal cell cancer status post left nephrectomy History rheumatic fever,DISEASE
aortic stenosis,DISEASE
cellulitis,DISEASE
Hyponatremia Hyperkalemia Hypertension Eczema,DISEASE
GERD,DISEASE
diverticulosis,DISEASE
hemorrhoids,DISEASE
uterine prolapse,DISEASE
bladder prolapse,DISEASE
alcohol,CHEMICAL
smoking,CHEMICAL
colon cancer,DISEASE
breast cancer,DISEASE
pneumonia,DISEASE
secondary Alzheimer disease,DISEASE
pink pallor cyanosis,DISEASE
tenderness,DISEASE
abdominal bruits,DISEASE
femoral bruits pedal edema,DISEASE
dermatitis ulcers scars xanthomas,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Congestive heart failure,DISEASE
pulmonary edema,DISEASE
cardiomegaly,DISEASE
pulmonary vascular congestion,DISEASE
interstitial edema,DISEASE
basilar opacities,DISEASE
alveolar edema,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
pneumonia,DISEASE
left ventricular hypertrophy,DISEASE
aortic valve stenosis valve,DISEASE
aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
mitral regurgitation,DISEASE
hypertension,DISEASE
pericardial effusion,DISEASE
aortic valve stenosis,DISEASE
aortic regurgitation,DISEASE
left ventricular hypertrophy,DISEASE
hypertension,DISEASE
mitral regurgitation,DISEASE
aortic stenosis mitral regurgitation pulmonary artery hypertension,DISEASE
pleural effusions,DISEASE
aortic valve stenosis,DISEASE
Valvular Heart Disease,DISEASE
syncope,DISEASE
carotid stenosis,DISEASE
thrombosis,DISEASE
thrombosis,DISEASE
aortic stenosis,DISEASE
pleural effusions,DISEASE
interstitial pulmonary edema,DISEASE
room pulmonary edema,DISEASE
lasix morphine,CHEMICAL
lasix,CHEMICAL
aortic stenosis,DISEASE
vessel stenosis,DISEASE
nitrofurantoin,CHEMICAL
hyponatremia,DISEASE
heart failure,DISEASE
vancomycin,CHEMICAL
epinephrine neosynephrine,CHEMICAL
pressors,CHEMICAL
lasix,CHEMICAL
betablockers,CHEMICAL
atrial fibrillation,DISEASE
amiodarone betablockers,CHEMICAL
Amiodarone,CHEMICAL
atrial fibrillation,DISEASE
amiodarone,CHEMICAL
coumadin,CHEMICAL
atrial fibrillation,DISEASE
Simvastatin,CHEMICAL
Calcium Carbonate,CHEMICAL
Tylenol pain,CHEMICAL
docusate sodium,CHEMICAL
aspirin,CHEMICAL
acetaminophen,CHEMICAL
amiodarone,CHEMICAL
ranitidine,CHEMICAL
furosemide,CHEMICAL
pedal edema,DISEASE
metoprolol tartrate,CHEMICAL
simvastatin Tablet,CHEMICAL
cholecalciferol vitamin,CHEMICAL
tramadol,CHEMICAL
pain,DISEASE
magnesium hydroxide,CHEMICAL
Suppository,CHEMICAL
pramoxine,CHEMICAL
potassium chloride,CHEMICAL
lasix camphor,CHEMICAL
menthol Lotion,CHEMICAL
rash,DISEASE
diastolic heart failure,DISEASE
Breast cancer Renal cell cancer,DISEASE
rheumatic fever,DISEASE
cellulitis,DISEASE
Hyponatremia Hyperkalemia Hypertension Eczema,DISEASE
Urinary incontinence Osteoporosis Gastric esophageal reflux disease Diverticulosis hemorrhoids,DISEASE
pain,DISEASE
Ultram,CHEMICAL
erythema drainage Edema edema,DISEASE
lower extremities Left groin cath site ozzing,DISEASE
serous,CHEMICAL
cream powder ointments,CHEMICAL
Allergies,DISEASE
gemfibrozil ibuprofen,CHEMICAL
dyspnea,DISEASE
prostate cancer,DISEASE
dyspnea,DISEASE
shortness breath,DISEASE
anxiety,DISEASE
creatinine lactate,CHEMICAL
BIPAP esmolol,CHEMICAL
levofloxacin,CHEMICAL
pneumonia,DISEASE
vancomycin,CHEMICAL
acetaminophen,CHEMICAL
infection,DISEASE
esmolol,CHEMICAL
nitroprusside,CHEMICAL
propofol,CHEMICAL
fentanyl,CHEMICAL
Prostate cancer,DISEASE
artery celiac right renal artery,DISEASE
Hypertension Gout Claustrophobia chronic kidney disease,DISEASE
creatinine,CHEMICAL
Arthritis Hypertriglyceridemia,DISEASE
Smoke,CHEMICAL
Alcohol,CHEMICAL
oxycodone,CHEMICAL
distended bowel sounds,DISEASE
organomegaly,DISEASE
clubbing cyanosis edema,DISEASE
gout,DISEASE
lower extremity edema deformed right knee from several knee replacements atrophic skin changes Neuro conversant grossly intact Motor sensation grossly intact Pertinent,DISEASE
Glucose,CHEMICAL
PEEP,CHEMICAL
ASSIST,CHEMICAL
Nitrite,CHEMICAL
Glucose,CHEMICAL
pleural effusions,DISEASE
bibasilar atelectasis,DISEASE
centrilobular emphysema,DISEASE
left renal cyst,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
hydronephrosis stones,DISEASE
atrial septal defect,DISEASE
left ventricular hypertrophy,DISEASE
chest Year digits valve leaflets mildly thickened,DISEASE
digits valve stenosis,DISEASE
digits regurgitation,DISEASE
mitral valve prolapse,DISEASE
mitral regurgitation,DISEASE
pulmonary artery systolic hypertension,DISEASE
left ventricular hypertrophy,DISEASE
hypertension,DISEASE
mitral regurgitation Pulmonary artery hypertension,DISEASE
CHEM,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Nitrite,CHEMICAL
Glucose,CHEMICAL
chronic kidney disease hypertension prostate cancer,DISEASE
respiratory failure,DISEASE
heart failure malignant,DISEASE
hypertension,DISEASE
chronic renal failure,DISEASE
diastolic heart failure,DISEASE
shortness breath hypoxia,DISEASE
oxygen,CHEMICAL
oxygen,CHEMICAL
hypoxia,DISEASE
hypoxia,DISEASE
hypertension,DISEASE
labetalol clonidine,CHEMICAL
hydralazine,CHEMICAL
clonidine,CHEMICAL
diltiazem,CHEMICAL
Lasix,CHEMICAL
Chronic Renal Failure,DISEASE
creatinine,CHEMICAL
creatinine,CHEMICAL
creatinine,CHEMICAL
malignant hypertension,DISEASE
renal artery stenosis,DISEASE
ACEI,CHEMICAL
pneumonia,DISEASE
Rocephin Azithromycin,CHEMICAL
labetalol,CHEMICAL
Amlodipine,CHEMICAL
Lasix,CHEMICAL
allopurinol,CHEMICAL
acute renal failure,DISEASE
nifedipine,CHEMICAL
amlodipine,CHEMICAL
lasix,CHEMICAL
Oxycodone pain,CHEMICAL
Clonidine Amlodipine,CHEMICAL
Labetalol Zoladex,CHEMICAL
Fluoxetine,CHEMICAL
Allopurinol,CHEMICAL
Nifedepine,CHEMICAL
Colchicine,CHEMICAL
gout pain Hydralazine,DISEASE
labetalol,CHEMICAL
amlodipine,CHEMICAL
furosemide,CHEMICAL
fluoxetine,CHEMICAL
oxycodone,CHEMICAL
clonidine,CHEMICAL
colchicine,CHEMICAL
hydralazine,CHEMICAL
Hypertension,DISEASE
acute shortness breath pulmonary edema,DISEASE
congestive heart failure,DISEASE
congestive heart failure,DISEASE
labetalol,CHEMICAL
amlodipine,CHEMICAL
lasix furosemide,CHEMICAL
nifedipine,CHEMICAL
allopurinol,CHEMICAL
cirrhosis,DISEASE
gastropathy,DISEASE
intermittent nausea episodes,DISEASE
emesis,DISEASE
tarry,DISEASE
lightheadedness,DISEASE
abdominal pain fever chills,DISEASE
naproxen,CHEMICAL
pain,DISEASE
protonix,CHEMICAL
octreotide,CHEMICAL
infection,DISEASE
ascites,DISEASE
norepinephrine,CHEMICAL
tarry bloody emesis,DISEASE
glucose,CHEMICAL
creat,CHEMICAL
calcium,CHEMICAL
glucose,CHEMICAL
creat,CHEMICAL
calcium,CHEMICAL
nitrite,CHEMICAL
glucose ketone,CHEMICAL
left atrium dilated left ventricular wall thicknesses cavity size normal left ventricular systolic function hyperdynamic right ventricular chamber size free wall motion normal aortic valve leaflets mildly thickened,DISEASE
aortic stenosis,DISEASE
aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
hypertension,DISEASE
pericardial effusion,DISEASE
mitral regurgitation,DISEASE
lower third esophagus middle third esophagus erythema erosion,DISEASE
pyloric ulcer pylorus,DISEASE
ulcer,DISEASE
cardiac tamponade pulmonary vasculature normal lungs clear there pleural effusion,DISEASE
pleural effusion,DISEASE
venous thrombosis portal vein flow hepatopetal wall wall significant,DISEASE
sliver,CHEMICAL
cirrhosis splenomegaly,DISEASE
cirrhosis,DISEASE
hypotension,DISEASE
bleeds,DISEASE
erythema erosion,DISEASE
gastritis,DISEASE
naproxen,CHEMICAL
pantoprazole,CHEMICAL
tylenol,CHEMICAL
pain,DISEASE
hypotension,DISEASE
cirrhosis,DISEASE
liver failure,DISEASE
chronic edema,DISEASE
furosemide,CHEMICAL
lisinopril,CHEMICAL
spironolactone,CHEMICAL
ulcer bleed,DISEASE
rest angina,DISEASE
vessel disease,DISEASE
left ventricular systolic dysfunction,DISEASE
depressed,DISEASE
depressed,DISEASE
calcification coronary cusp,DISEASE
aortic valve stenosis aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
mitral valve prolapse flail segments there pericardial effusion postbypass,DISEASE
phenylephrine,CHEMICAL
mitral regurgitation,DISEASE
glucose,CHEMICAL
creat,CHEMICAL
lisinopril,CHEMICAL
pain,DISEASE
lisinopril atenolol,CHEMICAL
fenofibrate,CHEMICAL
calcium plavix,CHEMICAL
allergies,DISEASE
coronary artery disease,DISEASE
cardiomyopathy,DISEASE
ventricular tachycardia aicd atrial flutter,DISEASE
hypertension dyslipidemia,DISEASE
diabetes mellitus obesity,DISEASE
peripheral vascular disease,DISEASE
left claudication right thigh tumor,DISEASE
fracture,DISEASE
liver pulmonary contusions,DISEASE
hemorrhage,DISEASE
subarachnoid hemorrhage,DISEASE
axonal injury,DISEASE
fracture,DISEASE
creatinine,CHEMICAL
Arthritis Hypertriglyceridemia,DISEASE
Smoke,CHEMICAL
Alcohol,CHEMICAL
oxycodone,CHEMICAL
distended bowel sounds,DISEASE
organomegaly,DISEASE
clubbing cyanosis edema,DISEASE
gout,DISEASE
lower extremity edema deformed right knee from several knee replacements atrophic skin changes Neuro conversant grossly intact Motor sensation grossly intact Pertinent,DISEASE
Glucose,CHEMICAL
PEEP,CHEMICAL
ASSIST,CHEMICAL
Nitrite,CHEMICAL
Glucose,CHEMICAL
pleural effusions,DISEASE
bibasilar atelectasis,DISEASE
centrilobular emphysema,DISEASE
left renal cyst,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
hydronephrosis stones,DISEASE
atrial septal defect,DISEASE
left ventricular hypertrophy,DISEASE
chest Year digits valve leaflets mildly thickened,DISEASE
digits valve stenosis,DISEASE
digits regurgitation,DISEASE
mitral valve prolapse,DISEASE
mitral regurgitation,DISEASE
pulmonary artery systolic hypertension,DISEASE
left ventricular hypertrophy,DISEASE
hypertension,DISEASE
mitral regurgitation Pulmonary artery hypertension,DISEASE
CHEM,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Nitrite,CHEMICAL
Glucose,CHEMICAL
chronic kidney disease hypertension prostate cancer,DISEASE
respiratory failure,DISEASE
heart failure malignant,DISEASE
hypertension,DISEASE
chronic renal failure,DISEASE
diastolic heart failure,DISEASE
shortness breath hypoxia,DISEASE
oxygen,CHEMICAL
oxygen,CHEMICAL
hypoxia,DISEASE
hypoxia,DISEASE
hypertension,DISEASE
labetalol clonidine,CHEMICAL
hydralazine,CHEMICAL
clonidine,CHEMICAL
diltiazem,CHEMICAL
Lasix,CHEMICAL
Chronic Renal Failure,DISEASE
creatinine,CHEMICAL
creatinine,CHEMICAL
creatinine,CHEMICAL
malignant hypertension,DISEASE
renal artery stenosis,DISEASE
ACEI,CHEMICAL
pneumonia,DISEASE
Rocephin Azithromycin,CHEMICAL
labetalol,CHEMICAL
Amlodipine,CHEMICAL
Lasix,CHEMICAL
allopurinol,CHEMICAL
acute renal failure,DISEASE
nifedipine,CHEMICAL
amlodipine,CHEMICAL
lasix,CHEMICAL
Oxycodone pain,CHEMICAL
Clonidine Amlodipine,CHEMICAL
Labetalol Zoladex,CHEMICAL
Fluoxetine,CHEMICAL
Allopurinol,CHEMICAL
Nifedepine,CHEMICAL
Colchicine,CHEMICAL
gout pain Hydralazine,DISEASE
labetalol,CHEMICAL
amlodipine,CHEMICAL
furosemide,CHEMICAL
fluoxetine,CHEMICAL
oxycodone,CHEMICAL
clonidine,CHEMICAL
colchicine,CHEMICAL
hydralazine,CHEMICAL
Hypertension,DISEASE
acute shortness breath pulmonary edema,DISEASE
congestive heart failure,DISEASE
congestive heart failure,DISEASE
labetalol,CHEMICAL
amlodipine,CHEMICAL
lasix furosemide,CHEMICAL
nifedipine,CHEMICAL
allopurinol,CHEMICAL
cirrhosis,DISEASE
gastropathy,DISEASE
intermittent nausea episodes,DISEASE
emesis,DISEASE
tarry,DISEASE
lightheadedness,DISEASE
abdominal pain fever chills,DISEASE
naproxen,CHEMICAL
pain,DISEASE
protonix,CHEMICAL
octreotide,CHEMICAL
infection,DISEASE
ascites,DISEASE
norepinephrine,CHEMICAL
tarry bloody emesis,DISEASE
glucose,CHEMICAL
creat,CHEMICAL
calcium,CHEMICAL
glucose,CHEMICAL
creat,CHEMICAL
calcium,CHEMICAL
nitrite,CHEMICAL
glucose ketone,CHEMICAL
left atrium dilated left ventricular wall thicknesses cavity size normal left ventricular systolic function hyperdynamic right ventricular chamber size free wall motion normal aortic valve leaflets mildly thickened,DISEASE
aortic stenosis,DISEASE
aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
hypertension,DISEASE
pericardial effusion,DISEASE
mitral regurgitation,DISEASE
lower third esophagus middle third esophagus erythema erosion,DISEASE
pyloric ulcer pylorus,DISEASE
ulcer,DISEASE
cardiac tamponade pulmonary vasculature normal lungs clear there pleural effusion,DISEASE
pleural effusion,DISEASE
venous thrombosis portal vein flow hepatopetal wall wall significant,DISEASE
sliver,CHEMICAL
cirrhosis splenomegaly,DISEASE
cirrhosis,DISEASE
hypotension,DISEASE
bleeds,DISEASE
erythema erosion,DISEASE
gastritis,DISEASE
naproxen,CHEMICAL
pantoprazole,CHEMICAL
tylenol,CHEMICAL
pain,DISEASE
hypotension,DISEASE
cirrhosis,DISEASE
liver failure,DISEASE
chronic edema,DISEASE
furosemide,CHEMICAL
lisinopril,CHEMICAL
spironolactone,CHEMICAL
ulcer bleed,DISEASE
rest angina,DISEASE
vessel disease,DISEASE
left ventricular systolic dysfunction,DISEASE
depressed,DISEASE
depressed,DISEASE
calcification coronary cusp,DISEASE
aortic valve stenosis aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
mitral valve prolapse flail segments there pericardial effusion postbypass,DISEASE
phenylephrine,CHEMICAL
mitral regurgitation,DISEASE
glucose,CHEMICAL
creat,CHEMICAL
lisinopril,CHEMICAL
pain,DISEASE
lisinopril atenolol,CHEMICAL
fenofibrate,CHEMICAL
calcium plavix,CHEMICAL
allergies,DISEASE
coronary artery disease,DISEASE
cardiomyopathy,DISEASE
ventricular tachycardia aicd atrial flutter,DISEASE
hypertension dyslipidemia,DISEASE
diabetes mellitus obesity,DISEASE
peripheral vascular disease,DISEASE
left claudication right thigh tumor,DISEASE
fracture,DISEASE
liver pulmonary contusions,DISEASE
